caption,dataset,category
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane flying next to the other airplane,vidvrd,3.1.2 Passing & Crossing
The airplane that flies with the other airplane,vidvrd,3.1.2 Passing & Crossing
The bird standing to the left of the other bird,vidvrd,1.1 Relative Position
The bird standing to the right of the other bird,vidvrd,1.1 Relative Position
The bird walking to the left of the other bird,vidvrd,3.1.1 Approach & Depart
The bird standing to the right of the other bird,vidvrd,1.1 Relative Position
The dog stands in front of the person,vidvrd,1.1 Relative Position
The dog stands to the left of the person,vidvrd,1.1 Relative Position
The dog plays with the person,vidvrd,1.2.2 Manipulative Contact
The person sits to the right of the dog,vidvrd,1.1 Relative Position
The person sits behind the dog,vidvrd,1.1 Relative Position
The person is taller than the dog,vidvrd,1.1 Relative Position
The person is larger than the dog,vidvrd,1.1 Relative Position
The person plays with the dog,vidvrd,1.2.2 Manipulative Contact
The person watches the dog,vidvrd,1.3.1 Gaze
The person holds a dog,vidvrd,1.2.2 Manipulative Contact
The person watches the dog,vidvrd,1.3.1 Gaze
The dog watches the person,vidvrd,1.3.1 Gaze
The dog watches the person,vidvrd,1.3.1 Gaze
The person watches the dog,vidvrd,1.3.1 Gaze
The train moving to the left of the other train,vidvrd,3.1.1 Approach & Depart
The train stopping to the right of the other train,vidvrd,1.1 Relative Position
The fox stands to the right of the car,vidvrd,1.1 Relative Position
The car stops to the left of the fox,vidvrd,1.1 Relative Position
The car is taller than the fox,vidvrd,1.1 Relative Position
The car is larger than the fox,vidvrd,1.1 Relative Position
The fox stands to the right of the car,vidvrd,1.1 Relative Position
The fox stands in front of the car,vidvrd,1.1 Relative Position
The car stops behind the fox,vidvrd,1.1 Relative Position
The car stops to the left of the fox,vidvrd,1.1 Relative Position
The fox stands to the right of the car,vidvrd,1.1 Relative Position
The fox stands in front of the car,vidvrd,1.1 Relative Position
The car stops behind the fox,vidvrd,1.1 Relative Position
The car stops to the left of the fox,vidvrd,1.1 Relative Position
The fox stands to the right of the car,vidvrd,1.1 Relative Position
The fox stands in front of the car,vidvrd,1.1 Relative Position
The car stops behind the fox,vidvrd,1.1 Relative Position
The car stops to the left of the fox,vidvrd,1.1 Relative Position
The fox stands in front of the car,vidvrd,1.1 Relative Position
The fox stands to the left of the car,vidvrd,1.1 Relative Position
The car stops to the right of the fox,vidvrd,1.1 Relative Position
The car stops behind the fox,vidvrd,1.1 Relative Position
The fox stands to the right of the car,vidvrd,1.1 Relative Position
The fox stands in front of the car,vidvrd,1.1 Relative Position
The car stops behind the fox,vidvrd,1.1 Relative Position
The car stops to the left of the fox,vidvrd,1.1 Relative Position
The fox stands in front of the car,vidvrd,1.1 Relative Position
The fox stands to the left of the car,vidvrd,1.1 Relative Position
The car stops to the right of the fox,vidvrd,1.1 Relative Position
The car stops behind the fox,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car that stops in front of the other car,vidvrd,3.1.1 Approach & Depart
The car stops behind the other car,vidvrd,1.1 Relative Position
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car that stops in front of the other car,vidvrd,3.1.1 Approach & Depart
The car stops behind the other car,vidvrd,1.1 Relative Position
The car that stops in front of the other car,vidvrd,3.1.1 Approach & Depart
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car stops behind the other car,vidvrd,1.1 Relative Position
The car that stops in front of the other car,vidvrd,3.1.1 Approach & Depart
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car stops behind the other car,vidvrd,1.1 Relative Position
The car that stops in front of the other car,vidvrd,3.1.1 Approach & Depart
The car stops behind the other car,vidvrd,1.1 Relative Position
The car that stops in front of the other car,vidvrd,3.1.1 Approach & Depart
The car stopped to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car stops behind the other car,vidvrd,1.1 Relative Position
The car stopped to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car stopped to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car that stops to the right of the other car,vidvrd,1.1 Relative Position
The car stopped to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car stops next to the other car,vidvrd,3.1.1 Approach & Depart
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car that stops to the right of the other car,vidvrd,1.1 Relative Position
The car stops next to the other car,vidvrd,3.1.1 Approach & Depart
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car that stops to the right of the other car,vidvrd,1.1 Relative Position
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car stops next to the other car,vidvrd,3.1.1 Approach & Depart
The car stops next to the other car,vidvrd,3.1.1 Approach & Depart
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car that stops to the right of the other car,vidvrd,1.1 Relative Position
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car stops next to the other car,vidvrd,3.1.1 Approach & Depart
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The car stops next to the other car,vidvrd,3.1.1 Approach & Depart
The car that stops to the left of the other car,vidvrd,1.1 Relative Position
The car stopped to the right of the other car,vidvrd,1.1 Relative Position
The fox walks to the right of the car,vidvrd,3.1.1 Approach & Depart
The fox walks to the right of the car,vidvrd,3.1.1 Approach & Depart
The fox walks in front of the car,vidvrd,3.1.1 Approach & Depart
The fox walks to the right of the car,vidvrd,3.1.1 Approach & Depart
The fox walks in front of the car,vidvrd,3.1.1 Approach & Depart
The fox walks to the right of the car,vidvrd,3.1.1 Approach & Depart
The fox walks in front of the car,vidvrd,3.1.1 Approach & Depart
The fox walks in front of the car,vidvrd,3.1.1 Approach & Depart
The fox walks to the left of the car,vidvrd,3.1.1 Approach & Depart
The fox walks to the right of the car,vidvrd,3.1.1 Approach & Depart
The fox walks in front of the car,vidvrd,3.1.1 Approach & Depart
The fox walks in front of the car,vidvrd,3.1.1 Approach & Depart
The fox walks to the left of the car,vidvrd,3.1.1 Approach & Depart
The fox walks in front of the car,vidvrd,3.1.1 Approach & Depart
The fox walks to the left of the car,vidvrd,3.1.1 Approach & Depart
The car stops to the right of the fox,vidvrd,1.1 Relative Position
The car stops behind the fox,vidvrd,1.1 Relative Position
The car that stops in front of the other car,vidvrd,1.1 Relative Position
